locusName	L_including_N	L	nSegSite	nsamA	nsamB	mutation_scalar
LG10_17940000_17945000	4998	4857	70	6	6	0.7883901994933159
LG10_18155000_18160000	4998	4776	119	6	6	0.9703685396479191
LG10_19305000_19310000	4998	4729	98	6	6	1.051240112262664
LG10_19950000_19955000	4998	4048	107	6	6	0.6286047921442204
LG10_20050000_20055000	4998	4856	108	6	6	0.827266280380314
LG10_21590000_21595000	4998	4512	109	6	6	0.9284174600776077
LG11_50000_55000	4998	4583	130	6	6	0.3095559671236702
LG11_1615000_1620000	4998	4714	87	6	6	0.9852008830089274
LG11_2150000_2155000	4998	4803	100	6	6	1.1253162338472993
LG11_3250000_3255000	4998	4745	94	6	6	1.4417591718199612
LG11_4110000_4115000	4998	4486	79	6	6	1.1851421611202997
LG11_5990000_5995000	4998	4828	54	6	6	0.9004201960278911
LG11_6010000_6015000	4998	4765	51	6	6	1.081225475287949
LG11_6100000_6105000	4998	4798	63	6	6	1.0914564214618494
LG11_6255000_6260000	4998	4802	91	6	6	1.109013361217268
LG11_6435000_6440000	4998	4829	53	6	6	0.8870434800237628
LG11_6910000_6915000	4998	4764	42	6	6	0.9447859316298276
LG11_7010000_7015000	4998	4760	56	6	6	1.2720420875175826
LG11_9390000_9395000	4998	4785	48	6	6	1.1349307484752666
LG11_9965000_9970000	4998	4816	61	6	6	0.9902950066806285
LG11_10745000_10750000	4998	4804	44	6	6	1.0496541839489482
LG11_10835000_10840000	4998	4808	91	6	6	1.1198819429706222
LG11_11075000_11080000	4998	4085	66	6	6	1.0448837704522125
LG11_11255000_11260000	4998	4742	52	6	6	1.3431058912895144
LG11_11640000_11645000	4998	4735	33	6	6	1.3527204059174818
LG11_11975000_11980000	4998	4794	71	6	6	1.1303325023488475
LG11_12845000_12850000	4998	4772	116	6	6	1.3079920117786774
LG11_15165000_15170000	4998	4830	80	6	6	0.9522549705438886
LG11_15375000_15380000	4998	4577	97	6	6	1.131471797587864
LG11_15430000_15435000	4998	4825	95	6	6	1.0149583268132403
LG11_16205000_16210000	4998	4847	45	6	6	0.7996768036217994
LG11_16760000_16765000	4998	4771	53	6	6	0.9717856654313595
LG11_17935000_17940000	4998	4819	121	6	6	1.0500722063240773
LG11_18395000_18400000	4998	4807	48	6	6	0.9003253781635948
LG11_20145000_20150000	4998	4815	113	6	6	1.0333513113189168
LG12_195000_200000	4998	4842	73	6	6	0.5665761151122198
LG12_435000_440000	4998	4832	69	6	6	0.9409683664154053
LG12_1070000_1075000	4998	4845	62	6	6	0.8406429963844425
LG12_1910000_1915000	4998	4545	47	6	6	0.5384406091276476
LG12_3340000_3345000	4998	4768	126	6	6	1.356482607293643
LG12_3740000_3745000	4998	4832	82	6	6	0.8125194966721383
LG12_4065000_4070000	4998	4798	99	6	6	0.9891480945866127
LG12_4555000_4560000	4998	4775	72	6	6	1.2323299618803263
LG12_4685000_4690000	4998	4767	80	6	6	1.2672039430877753
LG12_6035000_6040000	4998	4692	107	6	6	1.690900507396852
LG12_7225000_7230000	4998	4761	77	6	6	1.1557606697751046
LG12_7315000_7320000	4998	4805	99	6	6	1.1336766813498795
LG12_7425000_7430000	4998	4705	33	6	6	1.506552639964958
LG12_8920000_8925000	4998	4760	53	6	6	1.2645176847652604
LG12_9005000_9010000	4998	4759	86	6	6	1.1697757370079402
LG12_10190000_10195000	4998	4788	43	6	6	1.1131935849685581
LG12_10285000_10290000	4998	4755	99	6	6	1.3410157794138695
LG12_12030000_12035000	4998	4831	33	6	6	0.8991661289025041
LG12_12360000_12365000	4998	4713	104	6	6	1.0386440913423742
LG12_12655000_12660000	4998	4738	43	6	6	1.3690232785475132
LG12_13745000_13750000	4998	4695	77	6	6	1.049130521678077
LG12_15010000_15015000	4998	4821	54	6	6	0.41230085415408635
LG12_16185000_16190000	4998	4734	103	6	6	1.4538818206987025
LG12_16385000_16390000	4998	4799	55	6	6	1.116119741594461
LG12_16925000_16930000	4998	4776	100	6	6	1.2365101856316165
LG12_17765000_17770000	4998	4741	95	6	6	1.441341149444832
LG12_17990000_17995000	4998	4700	78	6	6	1.5830507346135672
LG12_18075000_18080000	4998	4762	67	6	6	1.2762223112688726
LG12_18260000_18265000	4998	4714	77	6	6	1.5588054368560844
LG12_18690000_18695000	4998	4700	51	6	6	0.9726530221762093
LG12_18700000_18705000	4998	4801	42	6	6	1.03627746794482
LG12_19570000_19575000	4998	4908	18	6	6	0.4736193510211702
LG12_19880000_19885000	4998	4785	72	6	6	1.1629382476089105
LG12_19895000_19900000	4998	4853	107	6	6	0.8039224744731698
LG12_21315000_21320000	4998	4832	93	6	6	0.9476567244174695
LG12_21785000_21790000	4998	4745	20	6	6	1.0033938592594587
LG12_21850000_21855000	4998	4813	70	6	6	1.0249908638163365
LG12_23280000_23285000	4998	4832	85	6	6	1.0128682149375952
LG12_23415000_23420000	4998	4840	102	6	6	0.9275916504112769
LG12_23815000_23820000	4998	4791	122	6	6	1.2415264541331645
LG12_24115000_24120000	4998	4783	137	6	6	1.1015646950746363
LG12_24820000_24825000	4998	4918	103	6	6	0.5154215885340713
LG12_25465000_25470000	4998	4470	107	6	6	0.8555518540802057
LG13_590000_595000	4998	4830	94	6	6	1.0279170204422396
LG13_735000_740000	4998	4899	164	6	6	0.6943351650892884
LG13_830000_835000	4998	4775	55	6	6	1.1947079481187153
LG13_1360000_1365000	4998	4745	57	6	6	1.3493762269164495
LG13_1440000_1445000	4998	4836	62	6	6	0.8841173233978596
LG13_1495000_1500000	4998	4861	76	6	6	0.7477848965888002
LG13_2275000_2280000	4998	4813	72	6	6	1.0166304163137563
LG13_2685000_2690000	4998	4861	122	6	6	0.8017669154974443
LG13_2940000_2945000	4998	4741	70	6	6	1.394104621055254
LG13_3715000_3720000	4998	4916	16	6	6	0.430563046382882
LG13_4090000_4095000	4998	4495	70	6	6	1.0515708581532168
LG13_4835000_4840000	4998	4817	91	6	6	1.0509082510743353
LG13_5505000_5510000	4998	4810	58	6	6	1.0258269085665945
LG13_5935000_5940000	4998	4812	102	6	6	1.0718093698307858
LG13_6370000_6375000	4998	4853	72	6	6	0.8059471392487345
LG13_6395000_6400000	4998	4847	66	6	6	0.8189058328777338
LG13_7345000_7350000	4998	4802	84	6	6	1.1182098534701062
LG13_7620000_7625000	4998	4812	69	6	6	1.0634489223282058
LG13_8645000_8650000	4998	4656	74	6	6	0.8552183684613147
LG13_9235000_9240000	4998	4741	47	6	6	1.3502122716667078
LG13_9795000_9800000	4998	4809	91	6	6	1.1123575402183
LG13_10320000_10325000	4998	4828	61	6	6	0.9514189257936305
LG13_11095000_11100000	4998	4700	126	6	6	1.3222888862739275
LG13_11120000_11125000	4998	4745	103	6	6	1.3832360393018996
LG13_11355000_11360000	4998	4879	74	6	6	0.6976793440903205
LG13_12520000_12525000	4998	4796	98	6	6	1.0733817183026508
LG13_12755000_12760000	4998	4721	79	6	6	1.4735288723297661
LG13_13755000_13760000	4998	3953	64	6	6	1.1381308552485379
LG13_14415000_14420000	4998	4778	34	6	6	1.1211360100960093
LG13_16640000_16645000	4998	4743	85	6	6	1.4070633146842533
LG13_16810000_16815000	4998	4804	53	6	6	1.0320972441935299
LG13_17650000_17655000	4998	4866	33	6	6	0.6960072545898044
LG13_17985000_17990000	4998	4838	33	6	6	0.8381348621336683
LG13_18125000_18130000	4998	4735	86	6	6	1.4601521563256377
LG13_18225000_18230000	4998	4715	96	6	6	1.537486295724505
LG13_19245000_19250000	4998	4756	121	6	6	1.4120795831858015
LG13_19650000_19655000	4998	4825	76	6	6	0.8452891557933516
LG13_19755000_19760000	4998	4827	59	6	6	0.8017233206534103
LG13_19780000_19785000	4998	4687	27	6	6	0.6819556057211159
LG13_19805000_19810000	4998	4887	61	6	6	0.6228533389422274
LG13_20665000_20670000	4998	4782	149	6	6	1.3669331666718683
LG13_21070000_21075000	4998	4852	84	6	6	0.8632162046414091
LG13_21130000_21135000	4998	4783	99	6	6	1.1570277032193403
LG13_21175000_21180000	4998	4350	112	6	6	1.037449508038106
LG13_22435000_22440000	4998	4817	62	6	6	0.9969833646826928
LG13_22805000_22810000	4998	4889	78	6	6	0.6412463234479039
LG13_23340000_23345000	4998	4765	94	6	6	0.7118537754084643
LG13_23980000_23985000	4998	4870	124	6	6	0.790062288993832
LG13_24255000_24260000	4998	4867	156	6	6	0.8770109430206664
LG13_24720000_24725000	4998	4628	166	6	6	0.7228195442900918
LG13_26345000_26350000	4998	4195	72	6	6	0.38004734718444527
LG14_680000_685000	4998	4842	99	6	6	1.0120321701873372
LG14_1335000_1340000	4998	4926	155	6	6	0.6078045334375829
LG14_2345000_2350000	4998	4842	104	6	6	0.8347869882783765
LG14_2925000_2930000	4998	4260	121	6	6	1.0121486091099896
LG14_2965000_2970000	4998	4854	121	6	6	0.8464953096362486
LG14_4005000_4010000	4998	4852	72	6	6	0.8306104593813461
LG14_4220000_4225000	4998	4828	54	6	6	0.9213213147843416
LG14_4805000_4810000	4998	4749	66	6	6	1.3443599584149015
LG14_6685000_6690000	4998	4833	30	6	6	0.8719946745191184
LG14_6875000_6880000	4998	4744	94	6	6	1.4183499188127366
LG14_7285000_7290000	4998	4812	54	6	6	0.8461294034631264
LG14_7560000_7565000	4998	4788	75	6	6	1.1625202252337814
LG14_7575000_7580000	4998	4789	74	6	6	1.1612661581083943
LG14_7710000_7715000	4998	4809	53	6	6	1.0224827295655625
LG14_7790000_7795000	4998	4859	84	6	6	0.8013488931223154
LG14_8095000_8100000	4998	4786	51	6	6	0.9940129933434741
LG14_9415000_9420000	4998	4761	66	6	6	1.2866728706470978
LG14_9925000_9930000	4998	4754	76	6	6	1.3347454437869342
LG14_11405000_11410000	4998	4767	75	6	6	1.218953245876198
LG14_12685000_12690000	4998	4790	88	6	6	1.0800671363405592
LG14_13530000_13535000	4998	4758	48	6	6	1.2649357071403893
LG14_13570000_13575000	4998	4871	61	6	6	0.715654306220868
LG14_13645000_13650000	4998	4833	34	6	6	0.6999326564822831
LG14_14080000_14085000	4998	4747	70	6	6	1.365679099546481
LG14_14315000_14320000	4998	4831	74	6	6	0.9275916504112769
LG14_14380000_14385000	4998	4788	67	6	6	1.110267428342655
LG14_14745000_14750000	4998	4738	78	6	6	1.4124976055609304
LG14_14900000_14905000	4998	4790	62	6	6	0.9089487630577016
LG14_15110000_15115000	4998	4792	79	6	6	1.177569030738426
LG14_17805000_17810000	4998	4787	86	6	6	1.147471419729137
LG14_18125000_18130000	4998	4750	63	6	6	1.3451960031651595
LG14_18360000_18365000	4998	4739	52	6	6	1.270874600534239
LG14_20250000_20255000	4998	4722	105	6	6	1.5391583852250208
LG14_21170000_21175000	4998	4825	83	6	6	0.9815165368029193
LG15_190000_195000	4998	4823	75	6	6	0.973574111675468
LG15_705000_710000	4998	4913	15	6	6	0.2147065208813756
LG15_885000_890000	4998	4761	68	6	6	1.0465376408947686
LG15_1805000_1810000	4998	4878	61	6	6	0.6960072545898044
LG15_2080000_2085000	4998	4864	54	6	6	0.7390635592280926
LG15_2610000_2615000	4998	4801	68	6	6	1.073063436956173
LG15_4870000_4875000	4998	4886	31	6	6	0.5986080411847446
LG15_5370000_5375000	4998	4697	95	6	6	1.6365575986300804
LG15_5500000_5505000	4998	4750	82	6	6	1.361080853420062
LG15_6120000_6125000	4998	4764	74	6	6	1.257411304388067
LG15_6330000_6335000	4998	4786	61	6	6	1.0293033954740118
LG15_7075000_7080000	4998	4861	30	6	6	0.5948953502004901
LG15_7220000_7225000	4998	4803	57	6	6	1.0847680634597854
LG15_8590000_8595000	4998	4804	57	6	6	1.0266629533168525
LG15_8615000_8620000	4998	4739	70	6	6	1.4124976055609304
LG15_9205000_9210000	4998	4438	53	6	6	0.7181312447720055
LG15_9320000_9325000	4998	4537	53	6	6	0.9479327668584198
LG15_9395000_9400000	4998	4754	78	6	6	1.155697867321675
LG15_10365000_10370000	4998	4818	73	6	6	1.0174664610640143
LG15_11120000_11125000	4998	4824	59	6	6	0.9313538517874379
LG15_11635000_11640000	4998	4759	54	6	6	1.2620095505144862
LG15_12840000_12845000	4998	4754	45	6	6	1.2987955195258392
LG15_12940000_12945000	4998	4803	94	6	6	1.0985628018390428
LG15_13440000_13445000	4998	4529	96	6	6	1.0252639016669858
LG15_13880000_13885000	4998	4758	87	6	6	1.3380896227879664
LG15_14365000_14370000	4998	4832	28	6	6	0.862380159891151
LG15_15840000_15845000	4998	4865	112	6	6	0.6835414793617213
LG15_16165000_16170000	4998	4791	102	6	6	1.1763149636130388
LG15_16730000_16735000	4998	4768	93	6	6	1.2787304455196467
LG15_17320000_17325000	4998	4655	114	6	6	1.1887704120186025
LG15_17480000_17485000	4998	4851	113	6	6	0.767986370174079
LG15_18165000_18170000	4998	4799	93	6	6	1.1202999653457513
LG15_18370000_18375000	4998	4739	68	6	6	1.2839947019480216
LG15_19380000_19385000	4998	4748	80	6	6	1.3861621959278028
LG15_21360000_21365000	4998	4777	95	6	6	1.2712060427673244
LG15_21525000_21530000	4998	4863	168	6	6	0.8066377629837154
LG15_21570000_21575000	4998	4152	52	6	6	0.6140876676770397
LG16_275000_280000	4998	4823	74	6	6	0.9836066486785644
LG16_560000_565000	4998	4866	53	6	6	0.7311211341006414
LG16_1310000_1315000	4998	4725	105	6	6	1.0665474461521611
LG16_1510000_1515000	4998	4740	57	6	6	1.3543924954179978
LG16_1925000_1930000	4998	4779	92	6	6	1.1690045654896222
LG16_2135000_2140000	4998	4760	71	6	6	1.3013036537766132
LG16_2285000_2290000	4998	4802	117	6	6	1.108595338842139
LG16_2535000_2540000	4998	4713	54	6	6	1.2775297285843001
LG16_2610000_2615000	4998	4713	65	6	6	1.1471282898453474
LG16_2770000_2775000	4998	4838	83	6	6	0.898748106527375
LG16_3560000_3565000	4998	4809	45	6	6	0.9957292975573058
LG16_3570000_3575000	4998	4767	48	6	6	1.1304152508053578
LG16_4205000_4210000	4998	4720	66	6	6	1.3738049400816401
LG16_4685000_4690000	4998	4716	91	6	6	1.2630372205793905
LG16_5550000_5555000	4998	4749	63	6	6	1.3376716004128373
LG16_7495000_7500000	4998	4747	83	6	6	1.3397617122884824
LG16_7885000_7890000	4998	4770	119	6	6	1.2724601098927115
LG16_8190000_8195000	4998	4800	93	6	6	1.0948006004628814
LG16_8300000_8305000	4998	4754	45	6	6	1.2937792510242911
LG16_8805000_8810000	4998	4810	70	6	6	1.0458919825727873
LG16_10185000_10190000	4998	4815	56	6	6	0.9856967605542094
LG16_11825000_11830000	4998	4788	69	6	6	0.6595916754264572
LG16_12525000_12530000	4998	4819	92	6	6	1.047564072073303
LG16_13460000_13465000	4998	4857	89	6	6	0.857363891389603
LG16_13715000_13720000	4998	4868	33	6	6	0.6997694559659655
LG16_13825000_13830000	4998	4858	33	6	6	0.7415716934788668
LG16_13880000_13885000	4998	4882	55	6	6	0.648352703825097
LG16_14270000_14275000	4998	4809	105	6	6	0.9519210562852012
LG16_15900000_15905000	4998	4785	71	6	6	1.1913637691176833
LG16_16035000_16040000	4998	4756	75	6	6	1.2082761491360237
LG16_16915000_16920000	4998	4786	104	6	6	1.2268956710036492
LG16_18790000_18795000	4998	4735	50	6	6	0.7618045603611895
LG16_19315000_19320000	4998	4776	22	6	6	1.1345127261001378
LG16_19810000_19815000	4998	4777	95	6	6	1.119209896139905
LG16_24085000_24090000	4998	4825	116	6	6	0.5573674866021616
LG16_24105000_24110000	4998	4595	116	6	6	0.5971913799904692
LG17_185000_190000	4998	4121	122	6	6	0.4546922658637254
LG17_1020000_1025000	4998	4550	178	6	6	1.3846555937470477
LG17_1585000_1590000	4998	4820	147	6	6	1.0525803405748513
LG17_1685000_1690000	4998	4690	106	6	6	0.8910845646342718
LG17_2765000_2770000	4998	4814	82	6	6	1.0170484386888854
LG17_4840000_4845000	4998	4832	70	6	6	0.935116053163599
LG17_5485000_5490000	4998	4756	69	6	6	1.3017216761517423
LG17_7200000_7205000	4998	4780	100	6	6	1.0961030852211007
LG17_7555000_7560000	4998	4771	53	6	6	1.2135189549995207
LG17_7715000_7720000	4998	4756	67	6	6	1.3050658551527745
LG17_7970000_7975000	4998	4313	122	6	6	1.1623632573664167
LG17_7980000_7985000	4998	4838	74	6	6	0.863634227016538
LG17_10375000_10380000	4998	4823	36	6	6	0.9382299308641048
LG17_10755000_10760000	4998	4387	78	6	6	0.7907119696805494
LG17_10765000_10770000	4998	4786	99	6	6	1.035605252997322
LG17_10820000_10825000	4998	4832	116	6	6	0.8805795579238893
LG17_11625000_11630000	4998	4788	80	6	6	1.178405075488684
LG17_18205000_18210000	4998	4763	58	6	6	1.253649103011906
LG17_18635000_18640000	4998	4809	125	6	6	1.0956366452131396
LG17_20425000_20430000	4998	4806	75	6	6	1.0504902286992062
LG17_22050000_22055000	4998	4743	44	6	6	1.321786750157935
LG17_23165000_23170000	4998	4836	146	6	6	0.96855784317392
LG17_23960000_23965000	4998	4798	96	6	6	1.0847680634597854
LG17_24000000_24005000	4998	4796	114	6	6	1.1357667932255247
LG17_24530000_24535000	4998	4850	99	6	6	0.8389709068839264
LG17_24775000_24780000	4998	4738	55	6	6	1.394104621055254
LG17_25380000_25385000	4998	4817	54	6	6	0.9856967605542094
LG17_25675000_25680000	4998	4765	97	6	6	1.2053352822918122
LG17_25895000_25900000	4998	4762	59	6	6	1.2620095505144862
LG17_26255000_26260000	4998	4784	74	6	6	1.1729707846120065
LG17_27280000_27285000	4998	4467	49	6	6	0.9183778949641359
LG17_27375000_27380000	4998	4635	99	6	6	1.4463560513019174
LG17_27495000_27500000	4998	4858	80	6	6	0.6709377643151008
LG17_27770000_27775000	4998	4902	90	6	6	0.4650770852202984
LG18_175000_180000	4998	4866	167	6	6	0.5771386825080479
LG18_965000_970000	4998	4841	128	6	6	0.8385671744351542
LG18_990000_995000	4998	4831	136	6	6	0.5508866068400168
LG18_1560000_1565000	4998	4878	119	6	6	0.5827891234625875
LG18_2515000_2520000	4998	4272	115	6	6	0.7675672086017543
LG18_4075000_4080000	4998	4841	143	6	6	0.6916310960747112
LG18_4550000_4555000	4998	4752	92	6	6	1.2162585019988832
LG18_4580000_4585000	4998	4768	38	6	6	1.216863134000553
LG18_5120000_5125000	4998	4867	140	6	6	0.7654656271647549
LG18_5865000_5870000	4998	4798	81	6	6	1.1315865694742346
LG18_8860000_8865000	4998	4762	73	6	6	1.2440345883839385
LG18_9395000_9400000	4998	4725	85	6	6	1.471438760454121
LG18_11410000_11415000	4998	4788	60	6	6	1.0693605937512094
LG18_11715000_11720000	4998	4760	103	6	6	1.2200058746831353
LG18_12005000_12010000	4998	4768	77	6	6	1.3025577209020003
LG18_12905000_12910000	4998	4795	66	6	6	1.081005862083624
LG18_13540000_13545000	4998	4763	43	6	6	1.2264776486285203
LG18_13730000_13735000	4998	4832	77	6	6	0.9117068001563743
LG18_13755000_13760000	4998	4703	91	6	6	1.3703489294721953
LG18_14285000_14290000	4998	4574	50	6	6	0.9433023099843457
LG18_15135000_15140000	4998	4765	51	6	6	1.2310758947549394
LG18_15285000_15290000	4998	4786	115	6	6	1.0656821925514977
LG18_15515000_15520000	4998	4805	100	6	6	0.9858560391762441
LG18_15560000_15565000	4998	4837	69	6	6	0.9300997846620509
LG18_15585000_15590000	4998	4809	83	6	6	1.0663750789541087
LG18_15945000_15950000	4998	4873	46	6	6	0.6767782253338698
LG18_16785000_16790000	4998	4804	64	6	6	1.0523728769986416
LG18_17100000_17105000	4998	4773	61	6	6	1.2064125746223275
LG18_18545000_18550000	4998	4799	81	6	6	1.111939517843171
LG18_18705000_18710000	4998	4794	79	6	6	1.0906203767115914
LG18_18970000_18975000	4998	4793	58	6	6	1.1232261219716542
LG18_19185000_19190000	4998	4749	107	6	6	1.2346103750711008
LG18_19450000_19455000	4998	4811	107	6	6	0.7803064591094953
LG18_19515000_19520000	4998	4781	43	6	6	1.146635374978879
LG19_160000_165000	4998	4819	97	6	6	0.5914650519233752
LG19_1170000_1175000	4998	4523	132	6	6	0.39082286924413695
LG19_1830000_1835000	4998	4944	180	6	6	0.5212739017858775
LG19_2440000_2445000	4998	4722	24	6	6	1.399538911931931
LG19_2465000_2470000	4998	4807	89	6	6	1.081005862083624
LG19_2990000_2995000	4998	4072	103	6	6	0.7193494151062587
LG19_4560000_4565000	4998	4607	73	6	6	0.8579853759827151
LG19_6180000_6185000	4998	4794	111	6	6	1.1779870531135548
LG19_7150000_7155000	4998	4763	64	6	6	1.251140968761132
LG19_7785000_7790000	4998	4841	42	6	6	0.8431511306352165
LG19_8130000_8135000	4998	4780	66	6	6	1.075455048413639
LG19_8730000_8735000	4998	4781	70	6	6	1.1842573887404901
LG19_8870000_8875000	4998	4829	61	6	6	0.9246654937853738
LG19_9120000_9125000	4998	4734	33	6	6	1.360662831044933
LG19_9175000_9180000	4998	4770	74	6	6	1.2436165660088097
LG19_9185000_9190000	4998	4496	51	6	6	0.7169438726467425
LG19_9195000_9200000	4998	4791	61	6	6	1.1261522785975573
LG19_9925000_9930000	4998	4774	63	6	6	1.217699178750811
LG19_10195000_10200000	4998	4839	114	6	6	0.9635415746723719
LG19_10550000_10555000	4998	4760	25	6	6	1.2105927983736178
LG19_10685000_10690000	4998	4728	39	6	6	1.4141696950614464
LG19_11605000_11610000	4998	4870	70	6	6	0.7570385213586401
LG19_11810000_11815000	4998	4729	69	6	6	1.4288004781909618
LG19_11860000_11865000	4998	4714	74	6	6	1.5295438705970537
LG19_12020000_12025000	4998	4821	112	6	6	1.0287530651924977
LG19_12590000_12595000	4998	4770	44	6	6	1.2051585074969406
LG19_12615000_12620000	4998	4748	74	6	6	1.0941007386393653
LG19_13830000_13835000	4998	4813	74	6	6	1.037113512695078
LG19_14090000_14095000	4998	4780	76	6	6	1.2114288431238758
LG19_14785000_14790000	4998	4894	53	6	6	0.571854609176488
LG19_15345000_15350000	4998	4786	109	6	6	1.2465427226347128
LG19_15355000_15360000	4998	4826	101	6	6	1.0178844834391434
LG19_17200000_17205000	4998	4770	96	6	6	1.105123584858106
LG19_19715000_19720000	4998	4589	48	6	6	0.8574892363558527
LG19_20365000_20370000	4998	4819	30	6	6	0.9288457175366639
LG19_20750000_20755000	4998	4797	55	6	6	0.8368086172670035
LG19_21075000_21080000	4998	4796	45	6	6	1.0546704524504964
LG19_21315000_21320000	4998	4839	204	6	6	0.9203211817808722
LG19_21700000_21705000	4998	4793	89	6	6	0.9982142316923478
LG19_22020000_22025000	4998	4778	81	6	6	1.1993061942451344
LG19_22370000_22375000	4998	4695	54	6	6	0.8383003437185336
LG19_22465000_22470000	4998	4796	114	6	6	1.36191689817032
LG19_22965000_22970000	4998	4808	83	6	6	1.045055937822529
LG19_23210000_23215000	4998	4810	87	6	6	1.0588506762017866
LG19_23425000_23430000	4998	4787	54	6	6	1.1345127261001378
LG19_24450000_24455000	4998	4766	79	6	6	1.1345150844774303
LG19_24525000_24530000	4998	4055	75	6	6	1.0102813777134294
LG20_2030000_2035000	4998	4805	74	6	6	0.9077224165635149
LG20_2135000_2140000	4998	4734	58	6	6	1.1581304838057809
LG20_2180000_2185000	4998	4756	68	6	6	1.1675241371519505
LG20_2705000_2710000	4998	4834	83	6	6	0.9234114266599868
LG20_2975000_2980000	4998	4804	82	6	6	1.0797517949582371
LG20_3055000_3060000	4998	4831	94	6	6	0.9752462011759842
LG20_3085000_3090000	4998	4873	49	6	6	0.5772501491352213
LG20_3120000_3125000	4998	4646	66	6	6	0.9591043870421059
LG20_5080000_5085000	4998	4815	96	6	6	0.7074326065704581
LG20_7510000_7515000	4998	4814	47	6	6	0.9915490738060158
LG20_7565000_7570000	4998	4829	47	6	6	0.6213302592383889
LG20_7650000_7655000	4998	4849	46	6	6	0.8113814301254116
LG20_8180000_8185000	4998	4770	39	6	6	0.9995486629452331
LG20_9950000_9955000	4998	4890	41	6	6	0.5806330790541971
LG20_9970000_9975000	4998	4823	89	6	6	0.9978194094329508
LG20_10250000_10255000	4998	4819	83	6	6	0.9819345591780484
LG20_11075000_11080000	4998	4926	87	6	6	0.4138421513777215
LG20_12505000_12510000	4998	4795	34	6	6	1.0396216469458521
LG20_12610000_12615000	4998	4830	33	6	6	0.8870434800237628
LG20_13275000_13280000	4998	4803	47	6	6	1.0383675798204648
LG20_13740000_13745000	4998	4778	114	6	6	0.9492478162640072
LG20_17250000_17255000	4998	4664	39	6	6	0.957638725547565
LG20_17645000_17650000	4998	4790	28	6	6	0.6693672566434724
LG20_18020000_18025000	4998	4661	72	6	6	1.337750022228726
LG20_18065000_18070000	4998	4764	113	6	6	1.325966973909225
LG20_18320000_18325000	4998	4751	115	6	6	1.4818893198323462
LG20_18660000_18665000	4998	4819	75	6	6	1.0320972441935299
LG20_19130000_19135000	4998	4809	64	6	6	1.0421297811966261
LG20_19475000_19480000	4998	4911	10	6	6	0.45397229939010664
LG20_21585000_21590000	4998	4755	102	6	6	1.3736215246739323
LG20_21750000_21755000	4998	4441	63	6	6	0.8587065109727046
LG20_22310000_22315000	4998	4811	102	6	6	1.114447652093945
LG20_23005000_23010000	4998	4848	127	6	6	0.9054364645294393
LG20_23670000_23675000	4998	4844	123	6	6	0.8089279739068275
LG20_24140000_24145000	4998	4768	86	6	6	1.2778944007693886
LG21_330000_335000	4998	4828	107	6	6	0.971065977424694
LG21_365000_370000	4998	4843	86	6	6	0.8908056813999238
LG21_955000_960000	4998	4781	58	6	6	0.8839894298666587
LG21_1040000_1045000	4998	4491	89	6	6	0.5979793179969823
LG21_3375000_3380000	4998	4840	84	6	6	0.9171410910330516
LG21_4285000_4290000	4998	4817	131	6	6	0.8137845315089737
LG21_4545000_4550000	4998	4824	87	6	6	1.004089745059886
LG21_4625000_4630000	4998	4842	69	6	6	0.8774289653957954
LG21_5770000_5775000	4998	4720	88	6	6	1.1308417759497669
LG21_5990000_5995000	4998	4722	84	6	6	1.3439761478046384
LG21_6650000_6655000	4998	4794	85	6	6	1.1374388827260407
LG21_6675000_6680000	4998	4845	77	6	6	0.8657243388921831
LG21_7180000_7185000	4998	4752	75	6	6	1.328475108159999
LG21_7315000_7320000	4998	4810	118	6	6	1.079333772583108
LG21_7510000_7515000	4998	4831	70	6	6	0.9438945230413083
LG21_7790000_7795000	4998	4809	83	6	6	0.9200711984033004
LG21_7800000_7805000	4998	4778	110	6	6	1.2247479008693658
LG21_8425000_8430000	4998	4860	125	6	6	0.865306316517054
LG21_9195000_9200000	4998	4808	68	6	6	1.0592686985769155
LG21_9655000_9660000	4998	4782	64	6	6	1.1570859343571043
LG21_10035000_10040000	4998	4850	52	6	6	0.82893836988083
LG21_10230000_10235000	4998	4861	70	6	6	0.8197418776279918
LG21_11510000_11515000	4998	4731	72	6	6	0.7283160384101098
LG21_12290000_12295000	4998	4789	81	6	6	1.0825828206643335
LG21_12695000_12700000	4998	4806	37	6	6	1.007433924060918
LG21_12795000_12800000	4998	4608	71	6	6	0.6936218701296932
LG21_12990000_12995000	4998	4844	60	6	6	0.8515115781377967
LG21_14100000_14105000	4998	4754	89	6	6	1.3414338017889984
LG21_14435000_14440000	4998	4904	45	6	6	0.5154215885340713
LG21_14450000_14455000	4998	4883	70	6	6	0.6663276659556445
LG21_14775000_14780000	4998	4755	55	6	6	1.1064345859957725
LG21_16045000_16050000	4998	4832	95	6	6	0.893125546031365
LG21_16705000_16710000	4998	4823	60	6	6	0.9702299326744361
LG21_17430000_17435000	4998	4783	110	6	6	1.130973363516751
LG21_17580000_17585000	4998	4822	69	6	6	0.841513876332628
LG21_17790000_17795000	4998	4818	69	6	6	1.00659787931066
LG22_2305000_2310000	4998	4812	130	6	6	0.9753035405283249
LG22_2585000_2590000	4998	4822	82	6	6	1.005761834560402
LG22_2730000_2735000	4998	4742	90	6	6	1.4183499188127366
LG22_3075000_3080000	4998	4801	90	6	6	1.1198819429706222
