N1	N2	Na	Tsplit	M12	M21
0.16453	1.58819	1.5245	0.3708	19.5464	22.17705
0.18209	1.18311	0.10452	0.10414	19.1348	24.67435
1.37	1.53176	1.70679	0.9648	4.58583	37.03648
1.14456	1.05791	0.45486	0.66973	6.26701	21.78805
1.79502	0.77332	1.47226	1.54599	38.33747	8.53342
0.78956	1.03403	0.6126	0.83526	32.72281	37.81317
0.50917	1.41444	0.33365	1.60173	4.00102	9.03708
0.50522	0.61677	1.13096	0.38751	3.03188	8.03871
1.84584	1.5371	0.20872	0.41567	17.1035	27.01104
0.86133	1.99741	1.10803	0.43829	24.04924	13.96012
0.46474	0.29066	1.44659	0.12408	25.60623	38.49493
1.85518	0.13828	1.0267	1.68924	29.9204	1.0905
0.76145	1.21406	1.83582	0.48646	39.53318	3.24568
1.59478	0.62008	1.19253	0.72211	6.29102	8.01769
1.81147	0.33299	0.99789	1.73412	29.1924	33.75583
1.4274	1.0819	0.3959	0.7044	29.56221	33.86917
1.32069	0.11513	1.30546	1.38152	9.98652	31.21341
0.63435	1.06686	0.75822	0.56057	8.74184	19.58338
0.50533	0.35222	1.93588	1.06543	36.12943	22.05464
1.55554	0.68538	0.84001	0.41686	22.48595	10.99707
0.92251	0.55314	0.35059	1.41585	23.89855	9.68507
0.93699	0.35183	1.78195	1.46484	18.61799	26.09838
0.38684	0.95966	0.41532	0.67202	6.44101	7.78463
1.07501	1.08173	1.34914	0.12267	37.74592	27.06632
0.50064	0.20028	1.95335	0.85744	11.53344	12.02026
1.79013	0.99845	0.96118	0.87904	21.09316	18.92805
1.57576	1.11409	0.1311	0.62888	20.73713	1.22787
0.69388	1.94031	0.31373	0.96752	3.92067	4.9375
1.00178	1.93377	0.84251	0.52456	33.76937	29.06291
1.01854	0.544	1.71243	1.37205	35.94236	17.10984
1.56909	1.91636	0.17608	0.95529	39.18359	23.03891
1.08167	1.96075	0.76654	0.47281	6.60241	12.05603
0.50983	0.52286	0.90132	0.44921	9.47761	27.59
1.80948	1.25357	0.27111	0.63543	13.33277	22.05149
1.75373	1.36038	1.34719	1.58113	17.53259	28.54694
0.3185	0.68882	1.96838	1.52244	10.1474	4.09652
0.08343	0.47195	0.12981	1.17829	3.69244	9.38297
1.07562	0.9263	1.66398	0.20861	3.52461	27.34425
1.25979	1.83238	1.54175	0.70139	10.46378	37.90116
0.49899	1.38112	1.37927	1.24473	9.25056	24.65737
0.64368	0.39439	1.78769	1.35558	38.13707	19.18002
0.86263	1.94001	1.99472	0.41277	22.87673	32.80957
1.45408	1.87241	1.34003	0.27801	31.91678	7.56291
1.99352	0.56065	1.63061	0.38155	36.51936	1.88266
1.67959	1.26015	0.66343	0.54658	23.72874	36.21587
1.44385	1.05668	0.45075	0.91111	9.60232	35.89896
1.07033	1.48374	1.26979	1.41005	16.72355	39.08401
0.1756	1.04644	0.9287	0.59156	10.38057	28.87229
0.91043	1.42783	0.19574	0.07993	6.67796	7.81149
0.25798	1.60572	1.04446	1.69892	19.50694	34.40701
0.19734	0.16848	1.88899	0.83633	5.51649	3.66677
0.03443	0.93381	0.30567	0.56684	34.61654	20.78673
0.31987	1.91372	0.24345	0.12902	34.8177	31.98751
0.76346	0.47994	0.34852	1.12452	20.11422	3.18349
1.82311	1.83993	1.29093	1.27628	36.60203	8.20497
1.29584	1.375	0.93002	1.08112	34.91396	3.61055
0.93108	0.28435	1.43458	0.62011	6.97629	8.47126
0.39626	0.09772	0.22123	1.20932	28.38432	35.97844
1.88663	0.51157	1.1412	0.25734	36.2733	1.38599
0.66409	0.37606	1.67084	1.40615	18.33059	36.80858
1.20186	1.7681	0.72344	1.23135	7.47008	32.24998
0.6208	0.07502	1.86172	0.75744	31.62671	17.65117
1.48876	1.52455	1.71227	0.09057	2.69678	12.64646
1.0666	1.68397	0.00377	0.96321	30.60525	32.47914
1.3489	0.22047	0.50975	1.02644	18.11191	7.19968
0.03796	0.09356	1.98791	0.16943	36.58932	17.18594
0.86757	1.25372	1.72176	0.71591	1.36975	9.51933
0.68814	0.49078	1.02389	1.18418	17.31711	23.16512
1.66346	1.60421	1.71411	1.71218	15.20849	22.38665
0.98639	1.54016	0.12712	1.55597	23.70971	1.12681
1.80603	1.62161	1.57208	0.18556	26.58318	21.31576
0.75978	0.5784	0.79625	1.14523	33.72734	38.85618
1.0841	1.42214	0.29542	1.61331	36.34171	36.11668
0.07617	1.99666	0.20035	0.59432	18.93231	27.72238
1.96796	0.29508	1.86999	0.69947	24.12516	39.76891
0.74473	0.66835	1.99527	0.70234	7.15499	31.18233
0.39728	0.38859	0.0612	1.40591	2.32563	32.03974
0.96988	0.09939	0.34253	0.36922	11.13774	4.83582
0.6764	0.42818	0.00601	0.80765	17.53351	3.19861
0.95335	1.42281	0.82363	0.02871	14.57985	11.71497
1.00548	1.96062	1.3559	0.91657	19.54608	24.87828
0.91924	0.5525	0.6744	0.97965	4.32995	17.53669
0.876	1.18822	1.4778	0.16785	32.97782	23.21571
0.35139	1.98234	0.05663	0.48362	28.30291	9.14557
1.9552	1.21004	1.09197	0.79924	14.12909	4.37721
0.43348	1.17859	1.45232	1.00158	20.85932	37.0386
1.4803	1.68822	0.25911	0.84898	11.17625	28.07563
1.28709	1.93851	1.61456	1.21923	12.12642	7.69668
1.71162	0.21148	0.53909	0.87868	25.72185	22.02767
0.4881	1.31232	1.24896	1.02418	19.28912	30.8555
1.72772	1.14025	1.60448	1.08007	32.61861	3.26109
1.93859	0.49555	1.98605	0.78688	27.98468	33.83078
1.64339	0.09388	1.36095	0.94789	11.95692	29.46851
1.11349	0.41244	0.86933	0.866	8.27989	10.65536
1.5172	1.36189	0.17768	0.41938	25.3637	2.49585
1.08214	0.55362	1.11145	0.70918	27.24176	25.65181
1.49899	1.90484	0.46427	1.03639	26.87956	1.163
0.19882	0.06794	1.82261	0.57628	39.27787	32.05149
1.51522	1.15578	0.55785	1.40207	15.20182	3.44173
1.95094	1.53559	1.79397	0.57601	12.72993	26.16728
0.7093	1.98701	0.27546	1.08345	15.63378	11.54307
1.6844	1.6655	0.19646	0.8236	32.34402	13.22348
1.88357	0.57956	0.15103	0.96653	1.12236	32.71759
1.15485	0.82378	0.31327	0.89868	25.7471	7.05301
0.97996	0.36653	1.88649	1.30155	12.07607	22.44853
0.5374	0.04989	1.15315	0.91983	6.36668	24.75222
1.7996	1.6678	1.40226	1.74679	17.99611	33.47269
1.02454	0.69004	1.71139	0.79697	35.68442	38.6174
0.37035	1.71034	0.18597	1.60777	9.30968	39.95088
1.67424	1.79423	1.04692	1.72589	9.22546	18.74798
1.51713	0.05788	1.64441	1.19362	15.72069	32.21232
1.04274	0.25027	0.58303	0.24885	21.82603	24.63586
1.6666	0.09624	0.0499	1.46658	18.14181	32.30817
0.46693	1.28372	0.6781	1.19765	21.65498	29.55118
1.37647	0.7931	0.68743	0.12958	12.34202	33.2548
0.77465	0.75305	0.28906	0.56939	3.95831	4.56341
0.39561	1.46806	0.6353	0.55696	20.47689	32.84279
0.62928	1.86277	1.65639	0.73905	18.44034	9.31117
1.32892	1.16159	0.12878	1.20889	20.5881	9.36246
1.40709	0.0609	1.37689	1.52926	39.55389	28.73213
0.35166	1.40068	1.467	1.47583	37.27023	35.97925
1.29104	0.95447	1.01339	0.9715	36.05467	34.95992
1.44636	0.45188	0.25095	0.74084	22.69662	35.4114
0.31181	0.82646	1.24368	0.1932	20.1906	3.76935
0.95713	0.70925	1.29163	1.38628	3.36163	29.33901
1.61367	0.76132	1.77512	1.13498	13.0256	12.62304
1.29061	0.00094	1.40287	0.38958	16.30846	15.7078
0.91262	0.33823	1.22866	0.27773	14.00596	11.5429
1.13222	1.92025	0.70293	1.3203	26.86716	7.38464
1.58151	1.85655	0.70812	0.67406	10.03542	15.41463
1.43389	0.11987	1.2659	0.71783	23.57941	33.2859
1.01694	0.80294	1.68516	1.22025	3.26428	22.4391
1.77248	1.04363	1.9853	0.36364	3.64543	13.86889
0.02728	0.61902	0.88869	1.49788	23.92561	34.87997
1.12749	1.1095	1.43368	1.5528	5.00587	27.23719
0.10803	0.31657	0.41814	0.32791	1.56507	21.0312
1.43965	1.3929	0.35517	0.77055	26.18542	1.20293
1.72	1.98808	1.86272	1.69279	18.56875	9.25387
0.83126	0.43471	1.87344	1.4899	27.64514	5.28673
0.99282	1.65731	0.78054	0.85441	5.97819	14.06494
0.45511	0.26403	1.69764	0.40046	7.20833	5.81226
1.37648	1.4768	0.93	0.61784	1.76398	33.24846
1.93226	0.04342	1.66881	0.58108	11.7591	25.5543
1.6543	1.8016	1.44457	0.30972	21.34131	11.57679
0.20829	1.3401	1.14616	1.63058	24.82816	8.62951
0.93641	0.97613	0.82066	1.31301	13.91852	11.13534
1.29989	0.81469	1.57156	0.07838	34.20728	32.58436
0.62402	1.91032	1.47227	1.17663	38.73292	34.93813
0.85112	1.03182	1.69673	1.17093	1.94072	17.13584
1.68431	1.7036	0.51028	0.31035	7.73271	26.04355
1.63977	0.58988	1.50608	1.23924	34.91469	32.04334
0.65897	0.2693	0.12364	1.30811	15.10158	33.20835
0.44763	0.52627	0.97043	0.03282	15.03717	37.17377
0.10569	0.61253	1.01918	0.73961	29.31284	14.70799
1.49614	1.00204	1.2108	0.82298	11.39105	5.48941
1.73818	1.71913	1.91964	0.7183	26.82945	6.89752
0.41372	0.14511	0.5954	0.11715	38.16707	1.47086
1.65466	1.06731	1.87973	0.42109	34.9277	14.29346
1.78764	1.04858	0.87066	1.70188	25.88133	8.37901
1.57155	1.89715	0.21671	1.19248	6.62541	31.60205
0.44028	0.77934	0.35284	0.05291	4.23395	14.8029
1.45784	0.77244	1.89804	0.10353	7.94691	3.3578
0.94889	1.91566	1.27137	0.31664	4.58873	39.60423
0.3964	1.57431	1.01477	1.67623	32.45831	36.1604
0.86382	0.80515	1.93827	1.11518	37.48285	24.34539
0.19852	0.89293	1.07789	1.23375	3.93663	30.33295
1.32797	0.78001	1.93423	0.85261	24.34574	37.23699
1.42842	0.0439	1.27313	1.14768	11.88938	24.57459
0.27432	1.56533	1.36441	0.97106	24.5091	19.20087
0.91675	0.69085	1.46034	0.48661	8.86363	35.5963
0.25392	0.16613	1.78364	1.41676	37.53039	23.42645
0.64169	0.38256	1.99589	0.12589	31.22191	39.20538
0.76928	1.43624	0.11127	1.58996	29.19566	29.60968
0.7543	0.2484	1.28133	0.44411	31.32175	12.8525
1.79589	0.9796	1.63065	1.28057	22.29032	22.14893
0.55969	1.80371	1.89554	0.79886	23.66059	39.93249
1.67913	1.0744	0.65836	0.10879	12.79035	31.26675
1.57951	0.57218	1.96575	0.09972	23.57347	39.74163
1.04421	1.52369	0.90423	1.2011	22.62638	7.45359
1.23005	0.718	0.61347	0.08815	18.34326	4.86357
1.85997	0.36785	1.15708	0.80386	37.05011	1.8142
1.73991	1.04604	1.24523	1.6356	26.08378	37.97691
0.95587	1.87658	1.98886	0.97569	15.87093	1.50394
1.51809	0.86069	0.49836	0.22899	4.5136	37.9004
1.49152	0.68942	0.38357	1.01674	11.67553	12.14652
1.48711	0.31742	0.90325	0.44697	22.9381	18.25844
1.23442	0.42798	0.75351	0.4282	22.06071	8.56197
1.43013	0.42915	0.87961	1.15028	22.27543	34.49991
0.73241	1.89637	0.71523	1.05147	31.54831	39.4172
1.78455	0.82131	1.66867	1.06508	39.19841	25.47503
0.47524	1.75702	1.82666	1.58187	8.18173	14.29025
0.92122	1.6879	0.36342	0.90423	1.19734	36.50602
1.6902	0.28204	0.34984	1.00545	32.75502	33.94683
1.70536	1.56905	0.31639	0.2297	10.18895	19.59911
1.23295	0.5803	0.80717	1.23183	32.33622	30.9527
1.97084	1.5733	0.28969	1.70133	9.89675	18.43489
0.66669	0.60289	1.99162	1.53675	14.43972	3.51485
1.1394	1.18612	0.41607	0.35319	25.7718	36.4891
0.29465	1.39159	1.57603	0.34509	26.16652	17.09056
1.54533	0.88109	1.94336	0.69805	23.18756	13.39355
1.19591	0.87511	1.36834	1.442	14.6005	8.42978
0.86697	1.18137	1.99333	0.91324	14.80808	8.95501
0.38254	0.36639	1.54781	0.23563	7.79253	7.20912
0.50016	1.00265	0.5565	0.73473	27.56528	16.89533
1.91618	0.292	1.68396	0.64921	1.81742	39.18281
0.78156	1.7378	0.3781	1.12031	3.4566	12.64553
1.3067	0.02742	1.08487	1.11405	14.87538	26.63417
0.71219	1.81119	0.3172	1.49395	35.05545	14.90243
0.23412	1.39829	1.35034	0.86762	22.09453	6.64878
1.57109	0.05306	0.60621	0.47738	8.05401	21.78821
0.33127	0.87291	0.68417	1.32168	24.63625	14.61932
1.18248	1.58766	1.61836	0.03064	15.61295	9.69569
0.15767	0.68985	1.13844	1.13443	34.69405	3.97819
0.45912	0.46212	1.15689	0.11422	27.03595	10.66751
0.65038	1.28863	0.10524	0.05606	11.2041	23.85089
1.09446	0.50443	0.15951	0.16324	13.83209	27.49827
0.67712	0.05957	1.13412	1.33458	30.89519	25.75305
1.74571	1.70674	0.51409	1.06094	4.88284	36.56242
1.64743	0.37558	0.55147	1.2761	18.58919	18.63277
1.18907	1.56516	0.18277	0.6055	39.20494	33.22378
0.70291	1.59593	0.69049	0.08676	7.45302	9.43207
1.02148	0.77739	1.28913	0.23633	35.10268	27.48704
1.34833	1.91287	0.16366	1.68672	11.5631	28.38655
1.37157	1.40229	1.35463	0.5652	2.1551	8.04602
0.05016	0.52574	1.50718	1.247	35.44544	15.6247
1.67743	1.50395	0.27277	1.7013	18.73144	3.43399
0.45122	0.83413	0.50081	0.1784	29.06991	22.43569
0.73008	0.19569	0.9749	1.07741	4.46591	19.42039
0.88249	1.58617	1.09318	0.60122	34.93716	30.75465
1.41334	1.99796	0.08618	1.20042	12.97019	32.37713
1.01268	1.67828	0.14389	0.98706	22.32267	25.51066
0.77787	0.48694	1.40887	1.2659	18.41005	39.56078
1.27296	0.62394	1.00978	1.03702	33.21708	5.52811
1.08084	1.91127	0.33286	0.72725	25.57533	7.01841
1.48421	1.01224	0.15395	0.61657	9.05756	19.18866
0.72607	0.2422	0.97272	1.42608	31.95195	11.03207
1.56275	0.68896	0.94341	1.41093	29.83839	17.92873
1.3437	1.14335	0.48816	1.36708	3.52786	27.25342
0.59251	1.53702	1.29689	0.60557	9.62675	38.87937
0.15978	0.84673	0.48613	0.52977	27.35658	11.51337
0.44447	1.35669	0.63386	0.91694	33.81747	14.96237
0.7714	1.47174	0.10412	0.31554	18.75054	32.31026
1.92266	0.70165	0.04403	0.02547	37.73361	27.25908
1.91046	0.69735	0.37367	0.02618	6.43855	27.78359
1.13814	0.32595	0.67105	0.12702	21.33587	8.26608
1.97403	1.11774	0.93721	1.30479	31.07134	36.27166
1.57385	0.61999	1.77041	0.8974	8.07955	31.64974
1.72574	1.97955	1.2673	1.72688	31.71824	11.8504
0.25351	1.06711	0.43482	1.44687	31.38239	39.5003
0.1105	0.09675	1.7352	1.11587	15.57904	17.05895
1.13408	1.65456	0.44502	0.80899	18.70907	39.47317
1.94094	0.52175	0.78494	0.61765	33.03425	24.21684
0.75225	0.58362	1.96498	0.25139	1.7006	20.03058
1.03506	1.7772	1.3296	0.77037	30.63988	38.94384
1.85934	1.43885	1.90858	1.26561	14.83067	16.70165
0.04763	0.71812	0.14515	0.61683	1.57649	18.13426
0.0382	0.58646	1.08708	0.49458	33.02184	36.49852
1.26236	1.01365	0.47627	0.19513	34.66163	23.06207
0.76844	0.70029	1.36719	0.94687	27.47109	2.59699
1.2878	0.16246	1.91196	0.6619	17.79306	7.11172
0.4428	0.04329	1.56452	0.58943	19.10618	6.86322
1.80621	0.05889	0.24812	1.19065	12.11733	12.01659
0.2304	1.52078	1.13487	0.24132	8.826	9.51926
0.87611	0.6793	0.11192	1.5701	6.30061	5.60282
0.53403	1.71164	0.30201	0.9622	30.61625	39.29318
1.09187	1.03116	1.56792	1.67391	35.47636	12.33956
0.57523	1.95106	0.50059	0.63623	34.672	16.21448
0.0247	1.60087	0.73875	1.08637	19.60413	16.4246
0.23925	1.56009	1.2774	0.08519	37.2066	28.01512
1.81357	0.49968	0.73752	0.81056	9.87577	20.3265
0.67899	0.41217	1.1926	1.68342	12.8138	20.24989
1.44961	0.77432	1.03029	1.21614	18.39102	7.99188
1.77643	0.03162	1.98208	0.94347	11.08811	17.09658
1.30904	0.66074	1.93864	1.40187	3.14072	9.99802
0.22333	1.47561	0.83386	1.45077	4.55425	16.24438
0.92826	1.90832	1.30538	0.65598	17.73326	9.63914
0.56565	0.4953	1.81909	0.96506	19.09067	3.28273
0.41092	1.73724	0.92625	0.25042	5.20177	22.06131
0.08373	0.5229	1.89068	0.63047	31.40102	30.99211
1.04657	0.65102	1.04535	0.23574	18.56653	34.59184
1.09616	0.9716	0.08076	1.12413	11.38569	23.01258
1.32917	1.27871	1.28948	0.44329	25.68359	36.58347
1.23155	1.16706	0.67351	1.38871	37.89735	18.07054
1.6313	1.6052	1.42321	1.58938	16.65638	33.27855
1.23355	1.17582	1.0491	0.77909	31.77006	9.14845
1.94232	0.53571	0.23989	0.15179	20.36786	15.99478
0.19038	1.41077	1.92717	0.13791	1.11509	13.84199
1.51924	0.79981	0.6164	1.65886	39.09556	26.66103
1.07561	1.47484	0.12251	1.34661	33.33093	20.85135
1.4922	0.84377	0.27019	0.00555	13.76909	14.19702
1.67821	0.20976	1.82648	0.07331	30.97281	29.54259
0.07794	0.35891	1.14855	1.31287	7.58061	16.08808
1.07736	1.16842	1.93149	0.93429	38.23961	29.80226
1.01641	1.44117	1.75706	0.36612	4.61365	29.72839
0.82732	0.87302	0.19307	1.445	38.48321	22.94307
1.3222	1.83814	0.61624	0.35317	12.34968	21.4371
0.12521	0.56932	1.34467	0.64609	31.60949	10.36054
1.62462	1.2339	1.86627	0.48998	8.70938	38.23053
1.28553	1.63807	1.59822	1.39871	12.1614	2.70039
1.58124	0.57343	1.64402	0.45708	19.63129	6.36035
1.05173	0.06271	0.54771	1.43277	27.09446	38.39183
0.37117	1.57151	1.99052	1.51654	11.63451	3.28686
6e-05	0.2888	1.18382	0.61955	39.05643	31.65915
0.73002	1.41052	1.02569	0.5453	16.6276	19.38313
1.67479	0.80179	0.54369	1.19321	27.47166	15.80485
0.22318	0.94279	0.42335	1.16412	6.19842	22.10356
1.73074	1.07249	0.3669	0.89518	5.60337	8.91436
0.53165	1.69609	0.39486	0.28918	26.17465	7.09895
1.86098	1.37388	0.0229	0.4494	5.29408	37.18249
0.53837	0.04881	0.67081	1.43793	5.30984	16.23766
0.57561	0.57052	1.4182	0.60241	25.44959	36.04705
0.88066	0.38207	1.23026	1.26752	4.63484	14.54428
0.95695	0.82342	1.97983	1.40469	27.32335	7.90726
1.55774	0.6202	1.68216	0.27727	28.07196	5.85159
0.45603	0.71624	0.06222	0.60345	7.75494	15.65198
1.49222	1.95913	1.23904	0.56095	28.44075	32.39569
0.56457	1.61345	0.43527	1.47945	31.69161	33.29868
1.67768	0.39342	0.0567	0.88897	2.74374	16.69562
0.70572	0.5659	1.86812	0.96079	15.43323	39.21063
1.44603	1.5177	0.18024	0.48887	7.4133	39.63704
1.91081	0.75752	0.08159	1.65138	30.01494	14.09002
0.28269	1.94918	0.41429	0.81635	34.41899	13.61272
1.53909	0.15448	0.24328	1.65551	11.3381	20.31559
0.26331	1.60496	1.57408	1.66728	16.66399	1.87577
0.64051	0.26824	1.65208	0.32766	39.04119	6.57443
1.68174	1.48817	1.77266	1.53554	38.4968	11.6179
0.51873	0.30939	1.42667	1.34531	8.03999	35.63093
1.49944	1.84671	1.80766	0.51379	4.28667	9.20206
0.79319	1.47525	1.39498	0.7487	2.48588	31.21292
1.9668	0.10727	0.58979	1.68607	9.92818	7.62059
1.76135	0.04697	0.55852	0.77579	37.70468	9.49651
0.82798	1.05938	0.04127	0.15004	29.82563	35.54195
1.24371	0.55603	0.42771	1.61576	16.62487	36.94331
0.45223	1.52517	0.0112	0.66244	34.83129	35.75821
1.82892	0.54127	1.91397	1.19404	23.71175	5.09905
0.31473	1.77612	1.51967	1.54637	17.3878	38.03575
0.09157	1.88609	1.98127	1.6382	33.42034	29.80972
0.41791	1.14557	0.5208	0.11528	27.34987	20.78754
1.06367	1.3826	1.2648	0.27625	12.40618	2.22759
1.09163	0.46434	1.04468	1.59577	30.8339	26.97938
0.19891	0.54055	1.52236	0.93167	5.1453	15.07045
1.02731	0.81663	0.53463	1.48787	29.25288	15.08678
0.16366	1.64127	1.14691	1.60058	9.922	30.93107
1.83658	0.27115	0.04578	1.66037	35.27524	30.23226
1.41655	1.91553	1.24248	1.02396	7.50033	28.37119
1.58359	0.62615	0.23812	1.30038	6.40803	23.61408
0.54639	1.80531	0.51819	1.1543	33.90792	29.87922
1.31806	1.38901	1.53931	0.56026	39.06299	35.67911
0.80131	0.02037	0.76343	0.7871	15.80399	14.21617
0.46279	0.27577	1.24066	1.18022	1.88494	7.55154
1.33247	0.1681	0.43359	0.74144	24.02023	15.38736
0.25405	1.7995	0.53053	1.46458	29.03839	14.529
1.85557	0.94918	0.47041	1.35004	38.9654	22.12017
0.36608	1.28601	1.85184	0.94425	5.44692	33.14461
1.56165	0.74321	1.00998	1.23576	13.83017	1.28822
0.33321	1.82163	0.66651	0.32907	11.991	12.7763
0.14484	0.93999	0.37436	0.394	34.48424	10.31167
0.57399	0.46872	0.53347	1.70261	10.07306	39.76738
0.12275	0.64956	1.57548	1.68844	22.80606	5.94327
1.96525	1.07244	1.86607	1.5315	6.06581	35.54863
0.20557	0.31106	1.72751	1.37749	9.11949	25.69735
1.16932	0.55947	0.27298	1.33297	33.33312	29.45512
0.41699	0.59152	1.96525	1.20802	39.32919	29.09519
1.35014	0.84812	1.74774	0.09123	13.44262	24.17787
1.26572	0.54987	1.1321	0.28096	7.07015	4.77924
1.17142	1.96963	1.47918	1.05902	12.75871	3.0069
1.30173	0.81144	1.81375	0.41803	13.66709	21.74536
0.50172	1.25985	0.14823	0.29772	16.74226	7.29754
0.36175	1.07178	1.24729	0.40414	33.86839	20.74957
0.72532	0.27748	0.45244	0.49468	31.93698	32.81448
1.30755	1.84193	0.4957	0.39911	12.39301	10.53135
0.25432	1.09973	1.27244	0.99466	9.75558	31.48931
0.56125	1.78157	1.13132	0.14	33.49941	6.22795
1.55954	1.80383	0.20014	1.29023	39.57002	28.22961
1.31048	1.84848	0.87919	0.46879	2.14673	30.46091
1.09397	0.78895	1.55105	0.59272	30.28945	24.83733
0.74878	0.44141	1.61291	0.79187	7.45117	6.09901
0.40473	1.18124	0.08289	1.16301	8.79294	35.78505
0.94002	1.66244	1.52445	0.65296	23.60003	12.13681
1.42851	0.35044	1.21713	0.6518	17.33262	34.51243
1.33039	0.63977	0.62477	1.71702	30.30958	23.12175
1.9613	1.55059	1.0886	1.28458	25.3908	36.6323
1.31368	1.01953	0.16974	0.70182	3.8764	23.13748
0.22948	1.34063	0.515	0.99839	29.96455	21.08401
0.35892	1.85659	1.11071	1.15761	30.64919	15.22103
1.34069	0.98149	0.54141	1.72075	23.02689	13.43978
1.68281	1.25268	1.72713	0.08813	38.63686	25.10219
1.48928	1.93548	0.03873	1.44976	20.72173	19.57349
1.38921	1.60043	1.11167	0.39811	27.52301	36.98349
1.28921	1.65047	1.03902	0.33471	29.31203	30.49892
1.64266	0.4619	1.07987	0.72144	20.53314	33.49904
0.40294	1.86401	1.19574	0.93481	21.85591	37.93346
1.20085	1.48825	1.97425	1.34982	18.58007	37.0439
1.14063	0.73071	0.24341	0.28231	31.89135	38.06246
1.69665	1.78831	0.37949	0.97513	22.19861	14.45212
0.99155	1.95353	1.26289	1.33519	4.21264	35.9825
0.46739	0.37671	1.64833	1.28568	25.52268	11.34528
0.40781	1.81758	1.50381	1.65693	13.59833	23.28604
0.28924	1.17779	1.3019	0.50453	31.64058	35.42201
1.48536	0.56595	1.75511	0.77682	4.99111	35.50236
0.60128	1.16993	1.37225	0.56142	22.01796	29.06219
1.74897	1.9575	0.40274	0.34151	29.30762	2.77684
0.11743	0.64085	1.81789	1.00803	14.91818	25.33174
1.23691	0.55798	1.45612	0.70908	26.45406	21.22644
0.88507	1.91312	0.96356	0.52928	4.54133	25.26452
0.08522	1.93503	0.77493	1.20435	3.28517	35.96018
1.23266	0.56237	0.31138	1.62133	7.34249	1.87565
1.19239	1.99961	0.48972	0.62464	25.14317	37.96591
0.72718	1.1061	0.41787	1.0991	20.201	9.42794
0.80329	1.2243	1.60752	0.02826	13.45838	38.60723
0.25794	1.64656	0.56568	1.04242	27.90664	30.75868
0.27384	1.45991	0.63901	1.56555	39.10226	16.75712
1.02544	0.27727	1.93567	1.3876	1.95543	37.23874
1.57803	1.97619	0.80662	1.36834	4.64537	17.50344
0.83194	0.54396	0.63453	1.34329	34.48921	6.65305
1.04417	1.85594	0.94326	0.75455	37.62716	7.88996
0.30661	1.85695	0.95992	0.10358	2.34936	38.90786
0.38265	1.06142	0.34038	0.82956	3.27437	28.11248
1.53122	1.72209	1.83403	0.35425	28.37279	20.7583
1.54118	1.61255	0.1324	0.86199	38.36404	2.84083
0.43091	1.35502	1.53939	0.42384	10.21605	5.74493
1.07916	1.91775	1.62486	0.28444	1.74738	28.83813
0.32955	0.58827	1.08267	0.79861	7.14416	24.54159
0.86881	0.45235	1.45689	0.0191	33.37037	29.9591
1.1631	0.13271	1.19311	1.70952	25.03062	13.58894
1.25379	0.68974	1.85716	0.08376	38.77654	16.17114
1.70075	0.00099	0.57678	1.22524	15.06011	39.70429
0.61585	0.73879	0.41383	0.80898	32.3485	33.2185
1.02908	1.72571	1.30557	0.7397	21.30554	14.30621
0.50905	0.10229	1.41725	0.89781	30.20778	34.47261
0.98168	0.97495	0.72818	1.62579	23.98842	29.2811
0.86243	0.82194	1.38163	0.48462	16.9127	28.20717
1.5026	0.28123	1.366	0.88464	6.22827	36.41426
0.98791	0.8411	1.04069	0.43691	6.80627	2.91173
0.85625	0.81935	0.07342	0.01307	36.57977	37.33212
1.09285	0.59069	0.28198	0.01221	14.39044	29.03008
0.95351	0.19633	1.8808	1.24628	12.78967	14.79271
1.7203	1.24992	0.32375	0.61663	6.63942	21.72194
1.20519	1.36712	0.07621	0.94803	5.5717	20.02596
0.19289	0.54862	1.07444	1.47973	22.35998	11.27636
0.14947	0.20661	0.23939	1.52462	35.87196	39.2444
1.11653	0.97509	1.55872	0.52697	30.47614	32.35333
0.7956	1.50846	0.45804	0.61462	13.65574	12.82232
1.57097	1.53693	1.1715	0.71284	29.17203	3.93112
0.80657	1.91965	1.22995	1.25148	23.22979	35.63556
1.49444	1.85331	1.31108	0.14269	24.96847	27.82099
0.75615	1.99563	0.37441	1.19461	35.14158	18.84706
0.67873	0.46618	0.45876	1.02183	32.61287	36.55986
1.21645	1.08863	0.61373	1.02442	38.40636	17.51877
0.59258	1.91271	0.67673	1.19742	15.71596	8.37943
0.9815	0.80694	0.30819	0.52755	25.11707	35.81754
1.25348	1.0417	0.40143	0.41285	15.60274	26.25894
0.73817	1.41769	0.54125	0.48464	19.58628	22.52826
0.3075	0.35407	1.77809	1.23638	26.95228	38.11133
0.70963	1.27946	1.69548	0.47858	9.49419	27.5453
1.24406	0.87584	0.6705	1.59299	18.12779	13.40368
1.75611	1.58142	1.85969	0.58409	30.37499	29.50589
1.4646	1.94894	1.4195	1.72956	35.79772	26.31066
1.93997	1.46986	0.59776	0.80295	27.37877	8.04381
0.16888	1.66483	1.16621	0.8792	26.88791	16.8887
0.31681	0.8807	0.37311	1.48176	15.476	25.67051
0.03399	1.75698	0.33764	0.18294	32.84848	23.63938
0.21391	0.44985	0.07068	1.48131	8.84396	33.55003
0.18291	0.90464	1.59857	0.39817	36.06178	20.56281
1.11767	0.78265	0.74855	1.51947	24.13982	5.11139
0.68227	1.01863	0.23956	1.42546	16.01645	18.47289
